re,ar,lx,ly,distance_from_training,mae_mag,rmse_mag,mae_x,mae_y,rmse_x,rmse_y
2000,1.1x1,1.100000e+00,1.000000e+00,6.683292e-01,1.147819e-07,2.251910e-07,7.125556e-08,6.368847e-08,1.811850e-07,1.390017e-07
2000,1.2x1,1.200000e+00,1.000000e+00,6.732680e-01,1.050767e-07,2.055148e-07,6.175609e-08,6.323000e-08,1.593327e-07,1.367749e-07
2000,1.3x1,1.300000e+00,1.000000e+00,6.813436e-01,9.005548e-08,1.695984e-07,6.364289e-08,5.950366e-08,1.303461e-07,1.178176e-07
2000,1.4x1,1.400000e+00,1.000000e+00,6.923443e-01,1.151924e-07,1.960534e-07,1.029305e-07,5.444058e-08,1.626510e-07,1.256400e-07
2000,1.5x1,1.500000e+00,1.000000e+00,7.060113e-01,8.647771e-08,1.595730e-07,5.906954e-08,4.747724e-08,1.202845e-07,1.110419e-07
2000,1.6x1,1.600000e+00,1.000000e+00,7.220635e-01,8.184410e-08,1.433940e-07,6.857339e-08,4.473257e-08,1.120554e-07,1.040528e-07
2000,1.7x1,1.700000e+00,1.000000e+00,7.402185e-01,7.495115e-08,1.155666e-07,4.673130e-08,3.918507e-08,7.350341e-08,9.164895e-08
2000,1.8x1,1.800000e+00,1.000000e+00,7.602083e-01,6.352779e-08,1.069435e-07,3.572638e-08,5.544358e-08,6.627476e-08,9.755224e-08
2000,1.9x1,1.900000e+00,1.000000e+00,7.817875e-01,6.423523e-08,1.050134e-07,5.032178e-08,3.775167e-08,7.452837e-08,8.512426e-08
2100,1.1x1,1.100000e+00,1.000000e+00,6.683292e-01,1.217439e-07,2.393002e-07,7.362298e-08,6.346961e-08,1.878618e-07,1.509190e-07
2100,1.2x1,1.200000e+00,1.000000e+00,6.732680e-01,1.156155e-07,2.174543e-07,6.966459e-08,5.979936e-08,1.635448e-07,1.462125e-07
2100,1.3x1,1.300000e+00,1.000000e+00,6.813436e-01,1.030276e-07,1.910046e-07,5.720047e-08,7.205712e-08,1.467480e-07,1.293651e-07
2100,1.4x1,1.400000e+00,1.000000e+00,6.923443e-01,9.388011e-08,1.624976e-07,6.252079e-08,6.035413e-08,1.119199e-07,1.253439e-07
2100,1.5x1,1.500000e+00,1.000000e+00,7.060113e-01,9.523199e-08,1.707153e-07,5.633728e-08,5.498815e-08,1.279241e-07,1.164092e-07
2100,1.6x1,1.600000e+00,1.000000e+00,7.220635e-01,8.645851e-08,1.505288e-07,6.839210e-08,5.588342e-08,1.132868e-07,1.122552e-07
2100,1.7x1,1.700000e+00,1.000000e+00,7.402185e-01,7.841805e-08,1.405423e-07,4.656458e-08,4.888797e-08,9.299575e-08,1.097480e-07
2100,1.8x1,1.800000e+00,1.000000e+00,7.602083e-01,8.234178e-08,1.135321e-07,6.228103e-08,4.867901e-08,7.803435e-08,9.090961e-08
2100,1.9x1,1.900000e+00,1.000000e+00,7.817875e-01,7.340420e-08,1.199537e-07,4.153914e-08,4.697285e-08,7.262257e-08,9.868522e-08
