ar,re,lx,ly,distance_from_training,is_training_ar,mae_x,mae_y,mae_mag,rmse_x,rmse_y,rmse_mag,error_growth_rate
1.6x1,400,1.6,1.0,0.7220634596563533,False,3.0312453e-08,2.5489038e-08,3.2792332e-08,3.9717243e-08,3.1196343e-08,4.5108386e-08,
1.6x1,500,1.6,1.0,0.7220634596563533,False,3.3252054e-08,2.93451e-08,3.316002e-08,3.5335745e-08,3.4783408e-08,3.913005e-08,
1.6x1,600,1.6,1.0,0.7220634596563533,False,1.7636124e-08,4.619133e-08,4.0268603e-08,2.9244196e-08,5.0015565e-08,4.634318e-08,
1.6x1,700,1.6,1.0,0.7220634596563533,False,3.735096e-08,2.5504997e-08,2.63039e-08,4.341508e-08,3.2744275e-08,3.686958e-08,
1.6x1,800,1.6,1.0,0.7220634596563533,False,1.7534928e-08,1.9135154e-08,2.668111e-08,3.0257056e-08,3.1226804e-08,3.823009e-08,
1.6x1,900,1.6,1.0,0.7220634596563533,False,2.0496906e-08,2.9258027e-08,2.521122e-08,3.6742684e-08,4.0267476e-08,4.458389e-08,
1.7x1,100,1.7,1.0,0.7402185205244568,False,7.247698e-08,2.3465047e-08,8.466967e-08,1.1418634e-07,5.229418e-08,1.252481e-07,
1.7x1,1000,1.7,1.0,0.7402185205244568,False,3.2421223e-08,2.4969587e-08,3.788398e-08,4.2072024e-08,3.8878845e-08,4.8107587e-08,
1.7x1,1100,1.7,1.0,0.7402185205244568,False,6.2015566e-08,2.2961641e-08,5.091568e-08,7.4884284e-08,4.6307076e-08,7.3139844e-08,
1.7x1,1200,1.7,1.0,0.7402185205244568,False,3.6153402e-08,2.5686575e-08,4.449013e-08,4.9429353e-08,5.2131302e-08,6.3517895e-08,
1.7x1,1300,1.7,1.0,0.7402185205244568,False,2.5858332e-08,3.844848e-08,4.1119208e-08,4.374294e-08,5.174974e-08,5.975499e-08,
1.7x1,1400,1.7,1.0,0.7402185205244568,False,2.846548e-08,2.8982907e-08,4.4280018e-08,4.46065e-08,5.498562e-08,6.637786e-08,
1.7x1,1500,1.7,1.0,0.7402185205244568,False,3.924838e-08,2.9827728e-08,5.672861e-08,6.131526e-08,5.5685128e-08,7.9979976e-08,
1.7x1,1600,1.7,1.0,0.7402185205244568,False,4.16366e-08,6.5986896e-08,6.8905436e-08,6.369365e-08,7.6758774e-08,8.599318e-08,
1.7x1,1700,1.7,1.0,0.7402185205244568,False,4.8702862e-08,4.571097e-08,6.252339e-08,6.965299e-08,8.4884874e-08,9.91325e-08,
1.7x1,1800,1.7,1.0,0.7402185205244568,False,4.0562142e-08,4.493163e-08,6.922712e-08,8.73102e-08,8.54206e-08,1.18613656e-07,
1.7x1,1900,1.7,1.0,0.7402185205244568,False,3.6387448e-08,4.056557e-08,6.7102015e-08,6.3463766e-08,9.290254e-08,1.093134e-07,
1.7x1,200,1.7,1.0,0.7402185205244568,False,3.924507e-08,5.1358718e-08,6.5886944e-08,7.1676965e-08,6.259808e-08,9.231834e-08,
1.7x1,2000,1.7,1.0,0.7402185205244568,False,4.67313e-08,3.9185075e-08,7.4951146e-08,7.350341e-08,9.164895e-08,1.1556661e-07,
1.7x1,2100,1.7,1.0,0.7402185205244568,False,4.656458e-08,4.8887973e-08,7.8418054e-08,9.299575e-08,1.0974803e-07,1.4054233e-07,
1.7x1,300,1.7,1.0,0.7402185205244568,False,4.23258e-08,1.720167e-08,4.0883936e-08,5.3248794e-08,2.8103749e-08,5.5881717e-08,
1.7x1,400,1.7,1.0,0.7402185205244568,False,3.6614992e-08,2.035112e-08,4.6407752e-08,5.718786e-08,2.9158462e-08,6.257352e-08,
1.7x1,500,1.7,1.0,0.7402185205244568,False,3.52808e-08,9.019334e-09,2.5253906e-08,3.9623416e-08,1.7065052e-08,3.157601e-08,
1.7x1,600,1.7,1.0,0.7402185205244568,False,3.3559868e-08,2.0614223e-08,3.087133e-08,4.5875158e-08,2.6241995e-08,4.5222976e-08,
1.7x1,700,1.7,1.0,0.7402185205244568,False,2.9170403e-08,1.1249096e-08,2.0196971e-08,3.3970945e-08,1.8882252e-08,2.670965e-08,
1.7x1,800,1.7,1.0,0.7402185205244568,False,2.861805e-08,1.1825091e-08,3.2228737e-08,3.797226e-08,2.3159028e-08,4.1020563e-08,
1.7x1,900,1.7,1.0,0.7402185205244568,False,2.2582492e-08,3.580163e-08,2.4206019e-08,3.4883872e-08,4.2254555e-08,3.9620573e-08,
1.8x1,100,1.8,1.0,0.7602082824955233,False,5.3859253e-08,1.8384696e-08,5.987846e-08,7.5461855e-08,4.6818826e-08,8.755359e-08,
1.8x1,1000,1.8,1.0,0.7602082824955233,False,3.1354368e-08,2.3910834e-08,2.7948952e-08,4.3169095e-08,3.565962e-08,4.581698e-08,
1.8x1,1100,1.8,1.0,0.7602082824955233,False,4.0087265e-08,2.835879e-08,3.529958e-08,5.3784063e-08,4.2403524e-08,5.6793425e-08,
1.8x1,1200,1.8,1.0,0.7602082824955233,False,2.6269444e-08,2.610782e-08,3.8521964e-08,4.2767752e-08,4.5237552e-08,5.519999e-08,
1.8x1,1300,1.8,1.0,0.7602082824955233,False,2.9416986e-08,2.7940974e-08,4.567592e-08,4.4927646e-08,5.405497e-08,6.6367484e-08,
1.8x1,1400,1.8,1.0,0.7602082824955233,False,3.286079e-08,3.0627735e-08,4.4883002e-08,5.056568e-08,5.6403533e-08,6.946944e-08,
1.8x1,1500,1.8,1.0,0.7602082824955233,False,3.6144673e-08,2.7167486e-08,4.806969e-08,4.9595137e-08,5.465495e-08,6.9439984e-08,
1.8x1,1600,1.8,1.0,0.7602082824955233,False,3.7572867e-08,4.190067e-08,5.715561e-08,5.898164e-08,6.65818e-08,8.1787704e-08,
1.8x1,1700,1.8,1.0,0.7602082824955233,False,4.4144137e-08,3.278363e-08,6.127223e-08,7.2239224e-08,7.929223e-08,1.02389976e-07,
1.8x1,1800,1.8,1.0,0.7602082824955233,False,3.4730995e-08,3.84316e-08,6.174751e-08,6.99055e-08,8.110458e-08,1.04009246e-07,
1.8x1,1900,1.8,1.0,0.7602082824955233,False,3.5289393e-08,4.7122864e-08,6.3437724e-08,6.41794e-08,8.415273e-08,1.01087174e-07,
1.8x1,200,1.8,1.0,0.7602082824955233,False,4.7482068e-08,3.9937603e-08,6.0339524e-08,6.9057286e-08,4.9703104e-08,8.2190596e-08,
1.8x1,2000,1.8,1.0,0.7602082824955233,False,3.572638e-08,5.5443582e-08,6.352779e-08,6.627476e-08,9.755224e-08,1.0694351e-07,
1.8x1,2100,1.8,1.0,0.7602082824955233,False,6.228103e-08,4.867901e-08,8.2341785e-08,7.803435e-08,9.090961e-08,1.1353205e-07,
1.8x1,300,1.8,1.0,0.7602082824955233,False,3.567562e-08,1.7981577e-08,3.5547647e-08,5.2099352e-08,3.503898e-08,5.8937434e-08,
1.8x1,400,1.8,1.0,0.7602082824955233,False,1.9487905e-08,9.680322e-09,2.1065912e-08,3.7173574e-08,2.1606121e-08,4.1224073e-08,
1.8x1,500,1.8,1.0,0.7602082824955233,False,2.3467672e-08,5.7213157e-08,5.8163984e-08,4.1306212e-08,6.065725e-08,6.477514e-08,
1.8x1,600,1.8,1.0,0.7602082824955233,False,2.1008157e-08,4.5127774e-08,4.283066e-08,3.805193e-08,4.9616645e-08,5.2148437e-08,
