ar,re,lx,ly,distance_from_training,is_training_ar,mae_x,mae_y,mae_mag,rmse_x,rmse_y,rmse_mag,error_growth_rate
1.8x1,500,1.8,1.0,0.7602082824955233,False,3.3207744e-08,2.7379787e-07,2.4139834e-07,7.906585e-08,5.1945057e-07,4.770124e-07,
1.8x1,600,1.8,1.0,0.7602082824955233,False,6.596031e-08,3.0036765e-07,2.7955156e-07,1.0239927e-07,5.47371e-07,5.085086e-07,
1.8x1,700,1.8,1.0,0.7602082824955233,False,4.148714e-08,2.9713115e-07,2.6042545e-07,8.6718e-08,5.595883e-07,4.995325e-07,
1.8x1,800,1.8,1.0,0.7602082824955233,False,6.370825e-08,3.096505e-07,2.772149e-07,1.2082815e-07,6.0048234e-07,5.415384e-07,
1.8x1,900,1.8,1.0,0.7602082824955233,False,5.919443e-08,3.417138e-07,2.8838252e-07,1.2844386e-07,6.43008e-07,5.626255e-07,
1.9x1,100,1.9,1.0,0.7817874682357903,False,2.5304807e-08,2.6238698e-07,2.5814597e-07,4.1480067e-08,5.010431e-07,4.9353076e-07,
1.9x1,1000,1.9,1.0,0.7817874682357903,False,1.2565546e-07,3.6257586e-07,3.1057453e-07,2.0817559e-07,6.955441e-07,6.0993614e-07,
1.9x1,1100,1.9,1.0,0.7817874682357903,False,7.854244e-08,3.7959282e-07,3.3300577e-07,1.4779091e-07,7.12259e-07,6.2828985e-07,
1.9x1,1200,1.9,1.0,0.7817874682357903,False,6.79679e-08,4.2634775e-07,3.4886307e-07,1.6446256e-07,7.886853e-07,6.777089e-07,
1.9x1,1300,1.9,1.0,0.7817874682357903,False,7.815698e-08,4.2102468e-07,3.5021657e-07,1.740486e-07,8.0148203e-07,6.832146e-07,
1.9x1,1400,1.9,1.0,0.7817874682357903,False,8.460017e-08,4.6768562e-07,3.929635e-07,1.7522892e-07,8.788058e-07,7.488122e-07,
1.9x1,1500,1.9,1.0,0.7817874682357903,False,8.312401e-08,4.96567e-07,4.0940583e-07,1.7782614e-07,8.98451e-07,7.522011e-07,
1.9x1,1600,1.9,1.0,0.7817874682357903,False,7.901203e-08,4.8657313e-07,3.9641955e-07,1.8551599e-07,9.103714e-07,7.6347965e-07,
1.9x1,1700,1.9,1.0,0.7817874682357903,False,8.4865064e-08,4.598182e-07,3.6015004e-07,1.9742815e-07,8.3848863e-07,6.7855495e-07,
1.9x1,1800,1.9,1.0,0.7817874682357903,False,1.0318809e-07,4.7361002e-07,3.6733977e-07,2.450614e-07,8.742635e-07,6.947099e-07,
1.9x1,1900,1.9,1.0,0.7817874682357903,False,9.166298e-08,5.265696e-07,4.2368333e-07,2.1745988e-07,9.773888e-07,7.898481e-07,
1.9x1,200,1.9,1.0,0.7817874682357903,False,5.4926062e-08,2.7238013e-07,2.6701326e-07,7.353769e-08,4.990275e-07,4.845857e-07,
1.9x1,2000,1.9,1.0,0.7817874682357903,False,1.0983879e-07,5.44321e-07,4.2776253e-07,2.4627604e-07,1.0029112e-06,8.009821e-07,
1.9x1,2100,1.9,1.0,0.7817874682357903,False,1.6405842e-07,5.65687e-07,4.3896466e-07,3.4455627e-07,1.0422202e-06,8.1861214e-07,
1.9x1,300,1.9,1.0,0.7817874682357903,False,4.9057093e-08,2.7459032e-07,2.696377e-07,7.223853e-08,5.116053e-07,4.9188037e-07,
1.9x1,400,1.9,1.0,0.7817874682357903,False,6.063524e-08,2.7538766e-07,2.59517e-07,9.857293e-08,5.372888e-07,5.052821e-07,
1.9x1,500,1.9,1.0,0.7817874682357903,False,5.49889e-08,2.7624634e-07,2.649652e-07,7.9566e-08,5.268774e-07,4.897812e-07,
1.9x1,600,1.9,1.0,0.7817874682357903,False,5.052547e-08,2.966754e-07,2.748483e-07,8.060064e-08,5.691826e-07,5.203466e-07,
1.9x1,700,1.9,1.0,0.7817874682357903,False,7.426307e-08,2.997631e-07,2.8676493e-07,9.675142e-08,5.745343e-07,5.2818257e-07,
1.9x1,800,1.9,1.0,0.7817874682357903,False,4.9369074e-08,3.288607e-07,2.8195367e-07,1.05995206e-07,6.196743e-07,5.497715e-07,
1.9x1,900,1.9,1.0,0.7817874682357903,False,4.6403375e-08,3.289931e-07,2.7949218e-07,1.16824594e-07,6.282009e-07,5.489634e-07,
