re,ar,lx,ly,distance_from_training,mae_mag,rmse_mag,mae_x,mae_y,rmse_x,rmse_y
1900,1.9x1,1.900000e+00,1.000000e+00,7.817875e-01,4.236833e-07,7.898481e-07,9.166298e-08,5.265696e-07,2.174599e-07,9.773888e-07
2000,1.1x1,1.100000e+00,1.000000e+00,6.683292e-01,3.158524e-07,6.541822e-07,1.401200e-07,4.619390e-07,3.773456e-07,9.012346e-07
2000,1.2x1,1.200000e+00,1.000000e+00,6.732680e-01,3.292329e-07,6.934234e-07,1.395440e-07,4.658200e-07,3.670677e-07,9.219287e-07
2000,1.3x1,1.300000e+00,1.000000e+00,6.813436e-01,3.600709e-07,7.413522e-07,1.172246e-07,4.973373e-07,3.211896e-07,9.713883e-07
2000,1.4x1,1.400000e+00,1.000000e+00,6.923443e-01,3.607333e-07,7.149462e-07,1.158474e-07,4.756110e-07,2.828010e-07,9.294457e-07
2000,1.5x1,1.500000e+00,1.000000e+00,7.060113e-01,3.934408e-07,7.706611e-07,1.305741e-07,5.252460e-07,3.214017e-07,1.000568e-06
2000,1.6x1,1.600000e+00,1.000000e+00,7.220635e-01,3.907232e-07,7.709332e-07,1.098323e-07,5.168710e-07,2.778704e-07,9.858986e-07
2000,1.7x1,1.700000e+00,1.000000e+00,7.402185e-01,3.949608e-07,7.573910e-07,1.554972e-07,5.148473e-07,3.225064e-07,9.663760e-07
2000,1.8x1,1.800000e+00,1.000000e+00,7.602083e-01,4.150360e-07,8.003865e-07,1.264609e-07,5.393474e-07,3.016951e-07,1.006586e-06
2000,1.9x1,1.900000e+00,1.000000e+00,7.817875e-01,4.277625e-07,8.009821e-07,1.098388e-07,5.443210e-07,2.462760e-07,1.002911e-06
2100,1.1x1,1.100000e+00,1.000000e+00,6.683292e-01,3.273162e-07,6.946470e-07,1.435985e-07,4.830374e-07,3.919690e-07,9.497084e-07
2100,1.2x1,1.200000e+00,1.000000e+00,6.732680e-01,3.209656e-07,6.600055e-07,1.714685e-07,4.622909e-07,4.055194e-07,9.157005e-07
2100,1.3x1,1.300000e+00,1.000000e+00,6.813436e-01,3.643712e-07,7.460403e-07,1.453143e-07,5.074712e-07,3.718623e-07,9.965893e-07
2100,1.4x1,1.400000e+00,1.000000e+00,6.923443e-01,3.585335e-07,7.178045e-07,1.579174e-07,4.993717e-07,3.693817e-07,9.593614e-07
2100,1.5x1,1.500000e+00,1.000000e+00,7.060113e-01,4.085518e-07,8.122162e-07,1.514344e-07,5.454331e-07,3.488726e-07,1.050953e-06
2100,1.6x1,1.600000e+00,1.000000e+00,7.220635e-01,4.210055e-07,8.132877e-07,1.198461e-07,5.471401e-07,2.832209e-07,1.028821e-06
2100,1.7x1,1.700000e+00,1.000000e+00,7.402185e-01,4.283054e-07,8.212152e-07,1.488869e-07,5.608333e-07,3.154747e-07,1.059678e-06
2100,1.8x1,1.800000e+00,1.000000e+00,7.602083e-01,4.293876e-07,8.461150e-07,1.396560e-07,5.554465e-07,3.085291e-07,1.058185e-06
2100,1.9x1,1.900000e+00,1.000000e+00,7.817875e-01,4.389647e-07,8.186121e-07,1.640584e-07,5.656870e-07,3.445563e-07,1.042220e-06
